pname,X_gcj02,Y_gcj02,city,rankInCity,rankInChina,name_en,intro,image_url,bing_search_url
神仙居,120.603127,28.688223,台州,1,385,Xianju,神仙居为中国一风景区名，在浙江台州市仙居县境内，当地号称拥有奇山、奇峰、奇岩、奇石、奇瀑等风景。区内主要景点有始建于宋代，重修于明代的古寺西庵寺等。,http://www.zjshenxianju.com/u/cms/www/202304/27112955l764.png,https://cn.bing.com/images/search?q=%E7%A5%9E%E4%BB%99%E5%B1%85&first=1
光雾山,106.800747,32.688489,巴中,1,399,Guangwu Mountain,光雾山位于巴中市南部，是四川最大的国家5A级景区之一。这里是典型的宗教与自然和谐共存之地，以独特的雾气景观闻名，被誉为“佛教天堂”。三座轻轨俯瞰的壮丽夜景令人叹为观止，游客可以轻快地俯瞰这片宁静而神秘的土地。光雾山以其独特的自然风光和深厚的文化底蕴成为巴中旅游不可错过的一部分，吸引着众多游客前来体验，感受历史与现代交融的美好。,http://cc3.cache.cdqss.com/zhangyu/2010_10/2903e0266833418bc59a807b6766cf2f.jpg,https://cn.bing.com/images/search?q=%E5%85%89%E9%9B%BE%E5%B1%B1&first=1
雅鲁藏布大峡谷,94.938004,29.612861,林芝,1,400,Yarlung Zangbo Grand Canyon,"雅鲁藏布大峡谷（Yarlung Zangbo Grand Canyon），是雅鲁藏布江的大峡谷，位于中国西藏东南部的米林县和墨脱县境内，长504.6公里，最深为6009米。因为印度洋季风带来丰沛的降雨，使此地成为了世界上降雨量最大的地方之一，年降雨量达4500-11060毫米。
雅鲁藏布江自发源后向东流约1700公里后，在米林县派镇境内受喜马拉雅山阻挡，折向东北，在接受了北岸支流帕隆藏布之后，绕南迦巴瓦峰急剧转向西南，切穿喜马拉雅山后，在墨脱县巴昔卡村出山，流入阿萨姆邦河谷平原（古为独立王国，今属印度）。其派乡入口处海拔2910米，巴昔卡村出口处海拔155米。
大峡谷核心无人区河段，从西兴拉到帕隆藏布汇口20余公里河段，峡谷河床出现4处大瀑布群，一些主体瀑布落差都在30～35米。这段峡谷河床单位河段水能蕴藏量达13.86万千瓦/千米，为世界大河之最。水能总蕴藏量可达到3800万千瓦，为长江三峡的2.5倍。
大峡谷围绕喜马拉雅山东端的南迦巴瓦峰有一个奇特的马蹄形大拐弯，切穿喜马拉雅崇山峻岭，切割青藏高原东南急斜坡上，呈连续的“V”字形。
大峡谷南侧的印度板块，以北北东方向向北侧的欧亚板块俯冲、挤压、碰撞，又受到东侧强大的太平洋板块的抵制，三大板块共同作用下，板块之间形成构造地缝合线带；特别是北北东挤角部位，形成复杂作用的构造弧弯，壳、幔物质也在这里交互，导致以南迦巴瓦为中心的大峡谷地壳物质的深度多期变质、地壳强烈上升（3厘米／年），当大量冰雪融水由上、中游奔来；受到喜马拉雅山东端阻挡时，寻找构造弧弯的薄弱部位，劈开重山，形成深峻的峡谷。
雅鲁藏布大峡谷区域中含有多个瀑布，最著名的是发现于1998年的藏布巴东瀑布群。自1993年开始，不断有各国漂流队试图征服这段峡谷，但均未成功。
中国在此建立了雅鲁藏布大峡谷自然保护区，但国内一直争论是否要在此处建造水库，发电，并向黄河等中国北部缺水河流引水。这种设想引起了雅鲁藏布江下游印度和孟加拉国的疑惧，担心这一工程会影响到下游人民的安全和用水。",https://so1.360tres.com/t0124a3836cbce83c6f.jpg,https://cn.bing.com/images/search?q=%E9%9B%85%E9%B2%81%E8%97%8F%E5%B8%83%E5%A4%A7%E5%B3%A1%E8%B0%B7&first=1
新疆国际大巴扎,87.618014,43.779977,乌鲁木齐,1,403,Xinjiang International Grand Bazaar,"新疆国际大巴扎（维吾尔语：?????? ???????? ??? ???????）是中国新疆维吾尔自治区乌鲁木齐市二道桥地区的一处景区、商业区。它集旅游观光、民族商贸、餐饮、民族艺术展示、零售为一体
新疆国际大巴扎始建于2003年，2018年开始扩建新疆国际大巴扎步行街。新疆国际大巴扎建筑面积9万平方米左右，除了巴扎本身外，还有高超过70米的丝绸之路塔、能容纳千人的演艺大剧院、770余米不同主题的室外步行街等。新疆国际大巴扎建筑结合伊斯兰建筑、中原建筑、维吾尔建筑特色，也存在古希腊等多地建筑风格，体现了新疆是东西方文化交流的中心。在新疆国际大巴扎可以看到《丝绸之路·千年印象》《丝路互鉴》《阿凡提梦游记》等常驻演出以及不同主题的中国国家级非物质文化遗产表演、展出。新疆国际大巴扎是国家AAAA级旅游景区、国家级夜间文化和旅游消费集聚区、国家级旅游休闲街区，大巴扎步行街是中国美食旅游十街之一。",https://so1.360tres.com/t01f00b06833233e95d.jpg,https://cn.bing.com/images/search?q=%E6%96%B0%E7%96%86%E5%9B%BD%E9%99%85%E5%A4%A7%E5%B7%B4%E6%89%8E&first=1
普者黑景区,104.131523,24.117923,文山,1,405,Puzhehei Scenic Area,普者黑景区位于文山州石林县，是一个集自然风光、历史文化与现代休闲于一体的综合性旅游景区。景区以其独特的自然环境、丰富的文化遗产以及趣味活动吸引着各地游客。这里以灵石地貌著称， rock formations、天然湖泊、古树群等自然景观美不胜收。同时，景区还保留了许多古老的建筑和历史遗迹，如古建筑、传统节日、民间艺术等，让游客在放松身心的同时，还能感受到文山文化的魅力。素有“奇观与文明的结合”之说的普者黑景区，集美景、历史、文化和体验于一体，是一个不容错失的文化瑰宝地。,https://p1.ssl.qhimg.com/t014b269259a52dad45.jpg,https://cn.bing.com/images/search?q=%E6%99%AE%E8%80%85%E9%BB%91%E6%99%AF%E5%8C%BA&first=1
龙虎山风景区,116.981167,28.117322,鹰潭,1,406,Longhu Mountain Scenic Area,鹰潭龙虎山风景区地处江西省东部，被誉为“佛教圣地”，拥有丰富的佛教历史底蕴与自然景观。景区内集有众多洞窟、佛像和寺庙，是许多宗教信徒向往的圣地，适合拍照爱好者与喜欢宗教文化的人群游览。无论是徒步登山、体验佛教氛围，还是探访当地特色美食，龙虎山都能满足不同游客的需求，吸引数以万计的游客前来放松身心。,https://so1.360tres.com/t0111567ba6aa49e6aa.jpg,https://cn.bing.com/images/search?q=%E9%BE%99%E8%99%8E%E5%B1%B1%E9%A3%8E%E6%99%AF%E5%8C%BA&first=1
鹅銮鼻公园,120.854354,21.900193,屏东,1,407,Eluanbi Park,"鹅銮鼻公园位于屏东地区，以其独特的自然景观和丰富的生态资源闻名。阳光透过树叶斑驳，野花在微风中轻轻摇曳，构成了一幅动人的自然画卷。 park features a variety of colorful flowers, from粉红到紫紫不等, creating a stunning visual experience. screen east's local culture and artistry are also reflected in the serene beauty of this park.",https://so1.360tres.com/t01b27e601762171ef1.jpg,https://cn.bing.com/images/search?q=%E9%B9%85%E9%8A%AE%E9%BC%BB%E5%85%AC%E5%9B%AD&first=1
皇城相府,112.583069,35.513819,晋城,1,409,Huangcheng Xiangfu,"皇城相府，又称午亭山村，是清朝康熙年间的文渊阁大学士陈廷敬所修的府邸，位于山西省晋城市阳城县北留镇皇城村，为中国国家AAAAA级景区。
皇城相府共有16座院落，640间房屋，总面积3万6580平方米，分内城、外城两部份。内城始建于明朝崇祯五年（公元1632年），外城竣工于康熙四十二年（公元1703年），有康熙帝御赐“午亭山村”的石刻匾额以及“春归乔木浓荫茂，秋到黄花晚节香”的对联。",https://img.redocn.com/sheying/20140702/huangchengxiangfudouzhujuquanjing_2675722.jpg,https://cn.bing.com/images/search?q=%E7%9A%87%E5%9F%8E%E7%9B%B8%E5%BA%9C&first=1
古窑民俗博览区,117.184904,29.283796,景德镇,1,411,Ancient Kiln Folk Customs Expo Area,景德镇古窑民俗博览区是中国陶瓷艺术的瑰宝所在地，是一处融合传统与现代的艺术美学之 ideal spot. 这座城市保存了许多历史悠久的古窑遗址，它们以独特的建筑风格和精湛的技艺闻名于世。漫步在这里，仿佛走进了历史的长河，在陶瓷的火光中感受着传统的魅力与文化的传承。这里不仅是陶瓷艺术的大熔炉，更是中华文明独特美学的展现场所。参观时注意环保，避免破坏珍贵古窑遗址，享受城市的可持续发展理念带来的艺术体验。,http://img2.autoimg.cn/travelplat/g25/M05/F5/E5/750x0_1_autohomecar__ChsEel3jJ6GABoTmABR1ImKph_E768.jpg,https://cn.bing.com/images/search?q=%E5%8F%A4%E7%AA%91%E6%B0%91%E4%BF%97%E5%8D%9A%E8%A7%88%E5%8C%BA&first=1
响沙湾,109.956368,40.244019,鄂尔多斯,1,417,Xiangshawan Desert,响沙湾位于鄂尔多斯市北部，靠近喀格勒湖和阿勒泰沙漠边缘。这座城市历史悠久，风景优美，河水清澈，鸟儿偶尔飞过，沙漠中则点缀着独特的自然奇观。这里承载着鄂尔多斯丰富的历史文化文化和独特自然风光，是一个充满神秘与魅力的地方。作为鄂尔多斯的核心景点，响沙湾以其千年古色古香的建筑和自然景观，成为当地文化的重要载体。,https://www.ixsw.cn/templates/gudao/html/images_img/big/57.jpg,https://cn.bing.com/images/search?q=%E5%93%8D%E6%B2%99%E6%B9%BE&first=1
大开元寺,118.585539,24.914307,泉州,1,426,Dakaiyuan Temple,泉州大开元寺是泉州市位于泉州海域的著名寺庙之一。建于唐代，因其宏伟的塔楼与飞檐翘角而闻名，为佛教历史的瑰宝。大开元寺地处泉州海域，海天相接，为泉州市文化景观的重要组成部分。作为一家集宗教、人文、自然于一体的场所，大开元寺不仅是泉州传统建筑的典范，也是泉州文化发展的重要见证者。这里以其独特的建筑风格和丰富的文化遗产吸引了众多游客，成为泉州不可忽视的文化 landmarks。,https://img.redocn.com/sheying/20250213/xingtaidakaiyuansidegujianzhu_13508541.jpg,https://cn.bing.com/images/search?q=%E5%A4%A7%E5%BC%80%E5%85%83%E5%AF%BA&first=1
鸭绿江断桥,124.393701,40.118256,丹东,1,427,Yalu River Broken Bridge,鸭绿江断桥位于中国辽宁省丹东市振兴区江岸路鸭绿江畔，是原鸭绿江大桥被炸毁后的残余部分。,https://so1.360tres.com/t015e8bc0646796bf95.jpg,https://cn.bing.com/images/search?q=%E9%B8%AD%E7%BB%BF%E6%B1%9F%E6%96%AD%E6%A1%A5&first=1
九华山,117.823956,30.478805,池州,1,434,Mount Jiuhua,九华山位于中国安徽省池州市青阳县境内，为中国四大佛教名山之一，是地藏菩萨的道场。九华山山势雄伟，自然风光和人文景观融为一体，有“东南第一山”之称。,https://x0.ifengimg.com/ucms/2023_44/6DEE39C185F571B7CDCEF3198E7571FEEB09CE69_size332_w1920_h1080.jpg,https://cn.bing.com/images/search?q=%E4%B9%9D%E5%8D%8E%E5%B1%B1&first=1
卓尔山,100.270663,38.182308,海北,1,435,Zhuoer Mountain,卓尔山是位于中华人民共和国青海省海北藏族自治州祁连县八宝镇八宝河北岸的山脉，它在藏语中被称为宗穆玛釉玛，意为“红润美丽的皇后”，是祁连山脉的一条支脉，最高峰海拔4328米。卓尔山属于丹霞地貌，主要由红色砂岩、砾岩组成。,"http://5b0988e595225.cdn.sohucs.com/q_70,c_zoom,w_640/images/20180331/bc9e1924ea974072a776e385aaf2f959.jpeg",https://cn.bing.com/images/search?q=%E5%8D%93%E5%B0%94%E5%B1%B1&first=1
蜀南竹海,105.00779,28.473247,宜宾,1,450,Bamboo Sea in Southern Sichuan,"蜀南竹海是四川南部地区的旅游胜地，位于宜宾市长宁、江安两县，是极少数以竹类资源著称的旅游景点。
蜀南竹海观光景区面积约120平方公里，其中林区约46平方公里，所处山区及丘陵位于北纬28.5度附近，海拔高度约在600到1000米之间，原生竹子种类约60种，后又陆续引种了300多种其它竹子，以楠竹面积最大。其它还有斑竹、水竹、毛竹、人面竹、琴丝竹、慈竹、绵竹、花竹、凹竹等等。",https://img.scpo.cn/preview.axd/9eb67ed7-39a4-4110-a8b5-50009bfbd5b6?width=800&height=700&mode=max,https://cn.bing.com/images/search?q=%E8%9C%80%E5%8D%97%E7%AB%B9%E6%B5%B7&first=1
织金洞,105.901884,26.768655,毕节,1,451,Zhijin Cave,织金洞，中国贵州省织金县境内的一个溶洞，位于距县城东北23公里的民寨乡，距贵阳市区166公里，已探明长度为13.5公里，面积70万平方米。该洞原名打鸡洞，1980年被织金县旅游资源勘察队发现。,https://i.ytimg.com/vi/UlHW3ZK6OuM/maxresdefault.jpg,https://cn.bing.com/images/search?q=%E7%BB%87%E9%87%91%E6%B4%9E&first=1
海陵岛,111.847363,21.580409,阳江,1,458,Hailing Island,"海陵岛是位于中国广东省阳江市的一个海岛，由主岛及周围12个小岛屿组成，其中，主岛呈长条形，东西长24公里，南北宽8.5公里，面积108.89平方公里，是广东省第四大岛，常住人口约10万人。
海陵岛是广东省著名的滨海旅游度假胜地，是中国首批国家级海洋公园，拥有大角湾、十里银滩、红树林国家湿地公园等景点，岛上的闸坡国家中心渔港是全国首批国家中心渔港之一。",https://i.ytimg.com/vi/yvR037Ttdmk/maxresdefault.jpg,https://cn.bing.com/images/search?q=%E6%B5%B7%E9%99%B5%E5%B2%9B&first=1
呼伦贝尔大草原,117.988336,49.496456,呼伦贝尔,1,460,Hulunbuir Grassland,"呼伦贝尔草原，蒙古高原草原-内蒙古草原-东北草原的一部份，位于中国内蒙古自治区呼伦贝尔市的天然草场，主要的区域覆盖陈巴尔虎旗、新巴尔虎左旗、新巴尔虎右旗以及鄂温克族自治旗。
由呼伦湖及贝尔湖得名，是蒙古族的发源地之一。",http://www.jianpu.cn/img/9/56/9556871aefd44932b5ab373381be80d1.jpg,https://cn.bing.com/images/search?q=%E5%91%BC%E4%BC%A6%E8%B4%9D%E5%B0%94%E5%A4%A7%E8%8D%89%E5%8E%9F&first=1
乾陵,108.219027,34.572845,咸阳,1,462,Qianling Mausoleum,"乾陵是一座位于中华人民共和国陕西省咸阳市干县梁山的唐朝帝陵，位于今陕西西安市西北方向85千米处，为唐高宗李治与皇帝武则天的合葬墓。
乾陵建成于唐光宅元年（684年），神龙二年（706年）加盖，采用依山为陵的建造方式。乾陵最著名的就是它气势磅礴的陵园规划，以及地表上大量的唐代石刻。除主墓外，乾陵还有十七个小型陪葬墓，葬有其他皇室成员与功臣。其中，永泰公主墓建有乾陵博物馆。目前，乾陵是唐十八陵中主墓保存最完好的一个，截至2013年仅开掘了五个陪葬墓，从中出土了大量的文物。",http://news.socang.com/NewsImage/2013/07/02/1351447033.jpg,https://cn.bing.com/images/search?q=%E4%B9%BE%E9%99%B5&first=1
卧佛院,105.319633,30.299553,资阳,1,474,Reclining Buddha Temple,卧佛院位于资阳市，是一个历史悠久的寺庙项目，建筑巍峨古朴。因藏书众多而闻名，集影视、摄影、户外活动于一体，适合不同需求的游客。-site elevation offers a unique escape in the heart of资阳，让每一寸空间都充满宗教文化气息。,https://wfqqreader-1252317822.image.myqcloud.com/cover/88/51278088/b_51278088.jpg,https://cn.bing.com/images/search?q=%E5%8D%A7%E4%BD%9B%E9%99%A2&first=1
古堰画乡景区,119.745375,28.296395,丽水,1,475,Ancient Weir Painting Village Scenic Area,丽水，中国浙江省北部城市，气候寒冷干燥，土地肥沃，地理位置优越。古堰画乡景区位于山地，以“古堰画”文化符号为核心，既有自然景观的描绘，又展现了传统文化的精髓。村庄建筑古朴典雅，周围环绕着山水风光，灵峰大河蜿蜒流过，两岸绿荫如 hers，景色独特而美丽。古堰画乡以其独特的水color painting艺术风格和传统手工艺闻名，让人感受到大自然与人文交融的独特魅力。,http://5b0988e595225.cdn.sohucs.com/images/20190123/3fd2da5bc12b4be99aa540b9183ff340.jpeg,https://cn.bing.com/images/search?q=%E5%8F%A4%E5%A0%B0%E7%94%BB%E4%B9%A1%E6%99%AF%E5%8C%BA&first=1
红海滩国家风景廊道,121.84524,40.902395,盘锦,1,477,Red Beach National Scenic Corridor,红海滩国家风景廊道位于盘锦市的海滨边缘地带，是一个连接着红海滩和盘锦市区的著名风景廊道。廊道内汇聚着来自世界各地的人们，他们以独特的语言和习俗与外界建立联系，共同打造了一幅令人向往的艺术景观。这里不仅是一处可以欣赏自然风光的地点，更是展现中华文明独特魅力的地方。廊道内的建筑、景色、居民的故事和节日活动，都给这片土地增添了几分神秘色彩。无论是对自然爱好者还是热爱文化和历史的朋友来说，红海滩国家风景廊道都是一部值得探索的文化瑰宝。,https://p1.ssl.qhimg.com/t016df3f235cc6ec98c.jpg,https://cn.bing.com/images/search?q=%E7%BA%A2%E6%B5%B7%E6%BB%A9%E5%9B%BD%E5%AE%B6%E9%A3%8E%E6%99%AF%E5%BB%8A%E9%81%93&first=1
本溪水洞,124.081994,41.301172,本溪,1,480,Benxi Water Cave,本溪水洞景区，位于中国辽宁省本溪市东郊，是目前发现的世界第一长的地下充水溶洞，形成至今已有数十万年的历史。2015年，本溪水洞风景名胜区被评为中华人民共和共国家5A级旅游景区。,https://p1.ssl.qhimg.com/t0178925d695e4f2af7.jpg,https://cn.bing.com/images/search?q=%E6%9C%AC%E6%BA%AA%E6%B0%B4%E6%B4%9E&first=1
千山,123.129957,41.009047,鞍山,1,488,Qianshan Mountain,"千山可能是指：

千山山脉 中华人民共和国辽宁省东部的山脉
千山区    辽宁省鞍山市下辖的一个区
千山景区  鞍山市的旅游景区，中国国家级风景名胜区之一
千山古建筑群，中华人民共和国全国重点文物保护单位
千山风景区 鞍山市铁东区的类似乡级行政单位
千山街道  鞍山市立山区下辖的街道办事处
千山路站 辽宁省大连市甘井子区地铁1号线的一个车站",https://i.ytimg.com/vi/sgEqk9F6WhQ/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGE8gXShlMA8=&rs=AOn4CLCBW3kkZs23ft1fTE6O-283_pTx6w,https://cn.bing.com/images/search?q=%E5%8D%83%E5%B1%B1&first=1
鼎湖山,112.540906,23.1659,肇庆,1,491,Dinghu Mountain,"鼎湖山位于中华人民共和国广东省肇庆市鼎湖区，地处北回归线上，属南亚热带季风湿润型气候，面积1133公顷，山脉为西南至东北走向，西南高东北低，几乎全部为山地和丘陵，最高峰为“鸡笼山”，海拔1000.3米。从山麓到山顶，自下而上分布着沟谷雨林、常绿阔林、亚热带季风常绿阔叶林等多种森林类型。被誉为华南生物种类的“基因储存库”，“绿色宝库”和“活的自然博物馆”，又因北回归线穿过的地方大都是沙漠，而鼎湖山因其终年常绿，又被誉为“北回归线上的绿宝石”。
鼎湖山为岭南四大名山（鼎湖山、罗浮山、丹霞山、西樵山）之首。原名顶湖，得名于山顶有一个常盈的湖；有传说黄帝打败蚩尤，在此铸鼎，故称鼎湖。",http://picture.cnr.cn/ygxwPic/op_news/20220522/5e18f302dfdc8f54abafd43510e188fb.jpg?width=700,https://cn.bing.com/images/search?q=%E9%BC%8E%E6%B9%96%E5%B1%B1&first=1
西樵山风景名胜区,112.977168,22.924574,佛山,1,493,Xiqiao Mountain Scenic Area,西樵山，是一座具有四五千万年历史的死火山，位于中华人民共和国广东省佛山市南海区的西南部，距广州市68公里，是国家重点风景名胜区、国家森林公园和国家地质公园。西樵山总面积14平方公里，共有72峰，主峰346米。西樵山不单止自然风光秀丽，而且文化底蕴深厚，有“珠江文明的灯塔”、“南粤理学名山”等美誉。,https://p1.ssl.qhimg.com/t01f7490eeb54100b43.png,https://cn.bing.com/images/search?q=%E8%A5%BF%E6%A8%B5%E5%B1%B1%E9%A3%8E%E6%99%AF%E5%90%8D%E8%83%9C%E5%8C%BA&first=1
溱湖国家湿地公园,120.085001,32.612741,泰州,1,494,Qinhu National Wetland Park,溱湖国家湿地公园位于江苏省泰州市，以溱湖为名的自然景观群。溱湖以天然透光、碧水绿岸著称，周围环境包括靠近森林绿洲、湖泊等自然景观，构成了一个自然与人文交融的地理格局。溱湖国家湿地公园作为泰州城市的一部分，既有城市气息，又彰显着其独特的自然之美。湿地面积广阔，拥有水边小岛、芦苇架起的桥梁等多种特色景观，展现湿地的独特魅力和生态平衡。同时，溱湖国家湿地公园在城市定位上既有城市文化气息，又有自然环境韵味，成为连接城市与自然的纽带。,https://img03.sogoucdn.com/v2/thumb/retype_exclude_gif/ext/auto/crop/xy/ai/w/999/h/562?appid=200698&url=https://pic.baike.soso.com/ugc/baikepic2/5855/cut-20210603092038-1273519222_jpg_999_667_155751.jpg/0,https://cn.bing.com/images/search?q=%E6%BA%B1%E6%B9%96%E5%9B%BD%E5%AE%B6%E6%B9%BF%E5%9C%B0%E5%85%AC%E5%9B%AD&first=1
沙湖生态旅游区,106.36163,38.801701,石嘴山,1,517,Shahu Ecological Tourism Area,沙湖生态旅游区位于石嘴山，因其独特的自然景观与丰富的文化遗产而备受游客青睐。沙湖作为连接石嘴河的重要景点，拥有壮丽的湖泊、山川与丰富的生物多样性，吸引了众多游客前来体验自然之美。同时，沙湖周边还设有传统的野餐和野舞活动场地，展现了当地丰富的民俗文化。游客可以在这里感受石嘴河的壮阔，欣赏独特的自然景观的同时，也能亲身参与传统民俗体验，体验独特的文化氛围。沙湖生态旅游区将自然与人文完美融合，为游客提供一份身心享受的旅行体验。,https://i.ytimg.com/vi/0_2TfTHDGzE/maxresdefault.jpg,https://cn.bing.com/images/search?q=%E6%B2%99%E6%B9%96%E7%94%9F%E6%80%81%E6%97%85%E6%B8%B8%E5%8C%BA&first=1
草原天路,114.795076,41.0042,张家口,1,522,Grassland Sky Road,草原天路是一条由草原上的主要公路组成的观光路线，位于张家口市北部。它连接了四周围流的地区，为当地居民和游客提供了一条自然而富饶的道路。天路由草原到张家口市区，路程约20公里，沿途风景优美，景色多姿多彩。这条天路不仅体现了草原的自然魅力，也展现了张家口丰富的历史文化特色，仿佛穿越时空，感受着这片 land的独特魅力。,https://s.xiaopeng.com/bbs/uploaded/20240622/media_202406222111_9660_file_w_1080@h_810.jpeg,https://cn.bing.com/images/search?q=%E8%8D%89%E5%8E%9F%E5%A4%A9%E8%B7%AF&first=1
马岭河峡谷,104.95345,25.130332,黔西南,1,524,Maling River Gorge,"马岭河峡谷位于中华人民共和国贵州省黔西南州兴义市境内，位于兴义市区以东北6公里，南盘江支流马岭河上，谷长74.8千米，宽50～100米，谷深120～280米，谷底均低于地面200米，是一条在造山运动中的大裂谷地缝。谷内群瀑飞流，翠竹倒挂，溶洞相连，为中国国家级风景名胜区，国家4A级景区。

马岭河峡谷是中国著名的漂流胜地，1998年首届中国国际皮划艇漂流大赛即在此举办。马岭河漂流全程有50多公里，历经80多处险滩、70余处深潭、60多道湾。2005年，马岭河峡谷被正式作为“国家激流皮划艇训练基地”。",https://so1.360tres.com/t0107c15c9b8161c2c8.png,https://cn.bing.com/images/search?q=%E9%A9%AC%E5%B2%AD%E6%B2%B3%E5%B3%A1%E8%B0%B7&first=1
天柱山,116.459755,30.721562,安庆,1,529,Mount Tianzhu,"天柱山，又名皖山、皖公山、万岁山、万山、潜山，是位于安徽省安庆市潜山市的山脉，因主峰如柱倚天而得名。主要山体在潜山市市区西北约9公里，主峰天柱峰海拔1489.8m。天柱山古称霍山，是古南岳衡山的副岳，在汉武帝至隋文帝间为南岳祭礼的举办地。
天柱山座落于大别山南麓与长江中下游平原交汇处，属大别山东部余脉，拥有中国境内规模最大的一处超高压变质带，呈现独特的花岗岩地貌。
天柱山呈现出奇峰、怪石、幽洞、峡谷等自然景观，以雄、奇、灵、秀而著称于世。天柱山风景区总面积333（主景区82.46）平方公里，是首批国家级重点风景名胜区、国家森林公园，2011年获评国家5A级旅游景区。全山有45峰、17岭、18崖、14岩、25洞、86怪石、18瀑、17泉、7关寨、2寺观、有植物119科、1000种以上。景区内植被繁茂，森林覆盖率达97%，空气负氧离子浓度是国家Ⅰ级标准的三倍。",https://so1.360tres.com/t015a0d7632c84af31b.jpg,https://cn.bing.com/images/search?q=%E5%A4%A9%E6%9F%B1%E5%B1%B1&first=1
内蒙古博物院,111.738654,40.839645,呼和浩特,1,532,Inner Mongolia Museum,"内蒙古博物院（英语：Inner Mongolia Museum），旧名内蒙古博物馆，位于内蒙古自治区首府呼和浩特市，与内蒙古乌兰恰特大剧院毗邻。馆舍主体建筑面积5万余平方米，由陈列展厅区、文物库房区、观众服务区、业务科研区及多功能厅等各部分组成。
博物院是内蒙古最大以及最重要的博物馆机构，兼具历史和自然博物馆的职能。院内收藏有古生物化石、历史文物、民族民俗文物15万余件组，其中珍贵文物5600余件套，国家一级文物650件套。展览按照草原主线而安排，突出地域与民族特色。展品涵盖了从化石到现存生物，从各个民族的起源到发展壮大的代表文物，揭示了中国北方生态变迁史与草原文明发展史的扼要进程。",https://pica.zhimg.com/50/v2-aea04e35af6e7097d2cfce4837d9244d_720w.jpg?source=1def8aca,https://cn.bing.com/images/search?q=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%9A%E7%89%A9%E9%99%A2&first=1
泉城欧乐堡海洋极地世界,116.840082,36.74339,德州,1,546,Overseas Chinese Town OCT Ocean Polar World (Jinan),"位于德州的“泉城欧乐堡海洋极地世界”是德州的一个特色海洋动物园类场所。 situated in the northern part of德州 city, this attraction offers a unique blend of异域风情、自然景观与文化特色，吸引着众多游客前来体验海洋世界的奇妙冒险。",https://so1.360tres.com/t01333563c5e9358899.jpg,https://cn.bing.com/images/search?q=%E6%B3%89%E5%9F%8E%E6%AC%A7%E4%B9%90%E5%A0%A1%E6%B5%B7%E6%B4%8B%E6%9E%81%E5%9C%B0%E4%B8%96%E7%95%8C&first=1
太姥山,120.185015,27.11036,宁德,1,551,Mount Taimu,太姥（mǔ）山位于中国福建省福鼎市境内，北距温州市150公里，南至福州市250公里，背山面海，是闽越、百越地区古老神祇太姥娘娘（又称皇太姥）的道场，素以“山海大观”著称。它北望雁荡山，西眺武夷山，三者成鼎足之势。,https://i.ytimg.com/vi/uhqOyBqNXcA/maxresdefault.jpg,https://cn.bing.com/images/search?q=%E5%A4%AA%E5%A7%A5%E5%B1%B1&first=1
竹泉村,118.438235,35.646122,临沂,1,560,Bamboo Spring Village,竹泉村位于临沂市兰山区，是一个幽静的小村庄。村内有蜿蜒的小径环绕，宛如小山林，周围自然生长着青翠的松树、碧绿的灌木和茂密的竹子。村中的古井映照着清晨的阳光，在竹泉处流淌，宛如一条清澈的小溪。村子里的居民大多为土生土长，世代以生活为核心，日常生活中充满了传统的习俗与智慧。竹泉村以其独特的自然环境与深厚的文化底蕴，成为临沂市一道充满活力的风景线。,https://p1.ssl.qhimg.com/t0103655d7549a63f7a.jpg,https://cn.bing.com/images/search?q=%E7%AB%B9%E6%B3%89%E6%9D%91&first=1
北极村,122.359561,53.48156,大兴安岭,1,561,Arctic Village,北极村原名漠河村（满语：??? ????，穆麟德转写：Mo bira，蒙古名，又作墨河）、“马托拉”（俄语：Матёра，罗马化：Matjora），位于中国黑龙江省漠河市北极镇（原漠河乡），是北极镇人民政府驻地，号称中国最北的城镇，不过其实仍然次于北红村。北极村位于53°28′45.61″N 122°21′36.88″E（神州北极碑经纬度），是中国唯一观测北极光的最佳地点。中国“北方第一哨”北极哨所处于北极村。,https://i.ytimg.com/vi/ghGobMLI9V4/maxresdefault.jpg,https://cn.bing.com/images/search?q=%E5%8C%97%E6%9E%81%E6%9D%91&first=1
宜春明月山旅游区,114.261937,27.6021,宜春,1,567,Yichun Mingyue Mountain Tourist Area,宜春明月山旅游区位于江西省宜春市西部，地理位置优越。景区地处亚热带季风气候区，气候温和宜人。明月山以其独特的自然风光闻名，拥有仙井湖和仙女村等特色景点。仙井湖位于南端，仙女村在东端，中间有一条环湖小路，适合徒步和休闲活动。游客可以在清晨欣赏到轻雾、晚上感受到晚雾，春末夏至时，湖边花开繁盛。明月山为带花城市，每年吸引大量游客前来打卡，充满诗意的自然风光和浓厚的文化氛围。建议游客提前预约，注意排队时间，以免错过最佳游玩时刻。,https://p1.ssl.qhimg.com/t01331abc4fab9682d2.png,https://cn.bing.com/images/search?q=%E5%AE%9C%E6%98%A5%E6%98%8E%E6%9C%88%E5%B1%B1%E6%97%85%E6%B8%B8%E5%8C%BA&first=1
